authors	year	document_type	open_access	source_title	language	addresses	affiliations	source	Type of Paper 	Relevant to the manuscript?	Why (if not)	If other please describe 
Shaw K.M.M.; Standish C.D.; Fowell S.E.; Stewart J.A.; Castillo K.D.; Ries J.B.; Foster G.L.	2024	Article	All Open Access; Green Open Access; Hybrid Gold Open Access	Paleoceanography and Paleoclimatology	English	Shaw K.M.M. School of Ocean and Earth Science University of Southampton National Oceanography Centre Southampton United Kingdom School of Earth Science University of Bristol Bristol United Kingdom Department of Earth Sciences University of Cambridge Cambridge United Kingdom; Standish C.D. School of Ocean and Earth Science University of Southampton National Oceanography Centre Southampton United Kingdom; Fowell S.E. School of Ocean and Earth Science University of Southampton National Oceanography Centre Southampton United Kingdom National Oceanography Centre Southampton United Kingdom; Stewart J.A. School of Ocean and Earth Science University of Southampton National Oceanography Centre Southampton United Kingdom School of Earth Science University of Bristol Bristol United Kingdom; Castillo K.D. Department of Earth Marine and Environmental Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Ries J.B. Department of Marine & Environmental Sciences Marine Science Centre Northeastern University Nahant MA United States; Foster G.L. School of Ocean and Earth Science University of Southampton National Oceanography Centre Southampton United Kingdom	School of Ocean and Earth Science University of Southampton National Oceanography Centre Southampton United Kingdom; School of Earth Science University of Bristol Bristol United Kingdom; Department of Earth Sciences University of Cambridge Cambridge United Kingdom; National Oceanography Centre Southampton United Kingdom; Department of Earth Marine and Environmental Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Department of Marine & Environmental Sciences Marine Science Centre Northeastern University Nahant MA United States	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Lobel P.S.; Lobel L.K.	2024	Article	All Open Access; Gold Open Access	Diversity	English	Lobel P.S. Biology Department Boston University Boston 02215 MA United States; Lobel L.K. Middlesex Community College Beford 01730 MA United States	Biology Department Boston University Boston 02215 MA United States; Middlesex Community College Beford 01730 MA United States	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Schmitt D.; Gischler E.; Walkenfort D.	2021	Article	NA	Facies	English	Schmitt D. Institut für Geowissenschaften Johann Wolfgang Goethe-Universität Altenhöferallee 1 Frankfurt am Main 60438 Germany; Gischler E. Institut für Geowissenschaften Johann Wolfgang Goethe-Universität Altenhöferallee 1 Frankfurt am Main 60438 Germany; Walkenfort D. Institut für Geowissenschaften Johann Wolfgang Goethe-Universität Altenhöferallee 1 Frankfurt am Main 60438 Germany	Institut für Geowissenschaften Johann Wolfgang Goethe-Universität Altenhöferallee 1 Frankfurt am Main 60438 Germany	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Labrada-Martagón V.; Islas N.L.; Yáñez-Estrada L.; Muñoz-Tenería F.A.; Solé M.; Zenteno-Savín T.	2024	Article	NA	Science of the Total Environment	English	Labrada-Martagón V. Laboratorio Ecología de la Salud Facultad de Ciencias UASLP Av. Chapultepec #1570 Col. Privadas del Pedregal San Luis Potosí San Luis Potosí 78295 Mexico; Islas N.L. Laboratorio de Estrés Oxidativo Programa de Planeación Ambiental y Conservación Centro de Investigaciones Biológicas del Noroeste Av. Instituto Politécnico Nacional #195 Playa Palo de Santa Rita Sur Baja California Sur La Paz 23096 Mexico; Yáñez-Estrada L. Laboratorio de Género Salud y Ambiente Facultad de Medicina UASLP Av. Venustiano Carranza #2405 Col. Loma Alta San Luis Potosí San Luis Potosí 78210 Mexico; Muñoz-Tenería F.A. Laboratorio de Inmunología Facultad de Agronomía y Veterinaria UASLP Carretera Matehuala-SLP Km 14.5 Soledad de Graciano Sánchez San Luis Potosí Mexico; Solé M. Institut de Ciències del Mar CSIC Psg. Marítim de la Barceloneta 37-49 Barcelona 08003 Spain; Zenteno-Savín T. Laboratorio de Estrés Oxidativo Programa de Planeación Ambiental y Conservación Centro de Investigaciones Biológicas del Noroeste Av. Instituto Politécnico Nacional #195 Playa Palo de Santa Rita Sur Baja California Sur La Paz 23096 Mexico	Laboratorio Ecología de la Salud Facultad de Ciencias UASLP Av. Chapultepec #1570 Col. Privadas del Pedregal San Luis Potosí San Luis Potosí 78295 Mexico; Laboratorio de Estrés Oxidativo Programa de Planeación Ambiental y Conservación Centro de Investigaciones Biológicas del Noroeste Av. Instituto Politécnico Nacional #195 Playa Palo de Santa Rita Sur Baja California Sur La Paz 23096 Mexico; Laboratorio de Género Salud y Ambiente Facultad de Medicina UASLP Av. Venustiano Carranza #2405 Col. Loma Alta San Luis Potosí San Luis Potosí 78210 Mexico; Laboratorio de Inmunología Facultad de Agronomía y Veterinaria UASLP Carretera Matehuala-SLP Km 14.5 Soledad de Graciano Sánchez San Luis Potosí Mexico; Institut de Ciències del Mar CSIC Psg. Marítim de la Barceloneta 37-49 Barcelona 08003 Spain	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Medina-Valmaseda A.E.; Blanchon P.; Alvarez-Filip L.; Pérez-Cervantes E.	2022	Article	All Open Access; Gold Open Access; Green Open Access	PeerJ	English	Medina-Valmaseda A.E. Posgrado en Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Ciudad de México Coyoacán Mexico Reef Geoscience Group Unidad Académica de Sistemas Arrecifales Instituto de Ciencias de Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico; Blanchon P. Reef Geoscience Group Unidad Académica de Sistemas Arrecifales Instituto de Ciencias de Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico; Alvarez-Filip L. Biodiversity and Reef Conservation Laboratory Unidad Académica de Sistemas Arrecifales Instituto de Ciencias de Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico; Pérez-Cervantes E. Biodiversity and Reef Conservation Laboratory Unidad Académica de Sistemas Arrecifales Instituto de Ciencias de Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico	Posgrado en Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Ciudad de México Coyoacán Mexico; Reef Geoscience Group Unidad Académica de Sistemas Arrecifales Instituto de Ciencias de Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico; Biodiversity and Reef Conservation Laboratory Unidad Académica de Sistemas Arrecifales Instituto de Ciencias de Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Aichelman H.E.; Bove C.B.; Castillo K.D.; Boulton J.M.; Knowlton A.C.; Nieves O.C.; Ries J.B.; Davies S.W.	2021	Article	All Open Access; Green Open Access	Limnology and Oceanography	English	Aichelman H.E. Department of Biology Boston University Boston MA United States Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Bove C.B. Department of Biology Boston University Boston MA United States Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Castillo K.D. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Boulton J.M. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Knowlton A.C. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Nieves O.C. Department of Biology Boston University Boston MA United States; Ries J.B. Department of Marine and Environmental Sciences Northeastern University Boston MA United States; Davies S.W. Department of Biology Boston University Boston MA United States Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States Department of Marine and Environmental Sciences Northeastern University Boston MA United States	Department of Biology Boston University Boston MA United States; Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Department of Marine and Environmental Sciences Northeastern University Boston MA United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Landeo-Yauri S.S.; Ramos E.A.; Castelblanco-Martínez D.N.; Niño-Torres C.A.; Searle L.	2020	Article	All Open Access; Gold Open Access	Endangered Species Research	English	Landeo-Yauri S.S. Posgrado de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Ciudad de México 04510 Mexico; Ramos E.A. Fundación Internacional para la Naturaleza y la Sustentabilidad Chetumal 77014 Mexico The Graduate Center City University of New York New York 10016 NY United States; Castelblanco-Martínez D.N. Fundación Internacional para la Naturaleza y la Sustentabilidad Chetumal 77014 Mexico Consejo Nacional de Ciencia y Tecnología Ciudad de México 03940 Mexico Universidad de Quintana Roo Chetumal 77039 Mexico; Niño-Torres C.A. Fundación Internacional para la Naturaleza y la Sustentabilidad Chetumal 77014 Mexico Universidad de Quintana Roo Chetumal 77039 Mexico; Searle L. ECOMAR PO Box 1234 Belize City Belize	Posgrado de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Ciudad de México 04510 Mexico; Fundación Internacional para la Naturaleza y la Sustentabilidad Chetumal 77014 Mexico; The Graduate Center City University of New York New York 10016 NY United States; Consejo Nacional de Ciencia y Tecnología Ciudad de México 03940 Mexico; Universidad de Quintana Roo Chetumal 77039 Mexico; ECOMAR PO Box 1234 Belize City Belize	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Muñiz-Castillo A.I.; Rivera-Sosa A.; McField M.; Chollett I.; Eakin C.M.; Enríquez S.; Giró A.; Drysdale I.; Rueda M.; Soto M.; Craig N.; Arias-González J.E.	2024	Article	All Open Access; Gold Open Access	Communications Biology	English	Muñiz-Castillo A.I. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. Mérida Yucatán 97310 Mexico Healthy Reefs for Healthy People Puerto Morelos Mexico; Rivera-Sosa A. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. Mérida Yucatán 97310 Mexico; McField M. Healthy Reefs for Healthy People Fort Lauderdale United States Smithsonian Marine Station Smithsonian Institution Fort Pierce 34949 FL United States; Chollett I. Sea Cottage Louisburgh Co. Mayo Ireland; Eakin C.M. Corals and Climate Silver Spring 20904 MD United States; Enríquez S. Laboratorio de Fotobiología. Unidad Académica de Sistemas Arrecifales Puerto Morelos Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Cancun 77500 Mexico; Giró A. Healthy Reefs for Healthy People Guatemala City Guatemala; Drysdale I. Healthy Reefs for Healthy People Tegucigalpa Honduras; Rueda M. Healthy Reefs for Healthy People Puerto Morelos Mexico; Soto M. Healthy Reefs for Healthy People Puerto Morelos Mexico; Craig N. Healthy Reefs for Healthy People Belmopan Belize; Arias-González J.E. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. Mérida Yucatán 97310 Mexico	Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional. Mérida Yucatán 97310 Mexico; Healthy Reefs for Healthy People Puerto Morelos Mexico; Healthy Reefs for Healthy People Fort Lauderdale United States; Smithsonian Marine Station Smithsonian Institution Fort Pierce 34949 FL United States; Sea Cottage Louisburgh Co. Mayo Ireland; Corals and Climate Silver Spring 20904 MD United States; Laboratorio de Fotobiología. Unidad Académica de Sistemas Arrecifales Puerto Morelos Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Cancun 77500 Mexico; Healthy Reefs for Healthy People Guatemala City Guatemala; Healthy Reefs for Healthy People Tegucigalpa Honduras; Healthy Reefs for Healthy People Belmopan Belize	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Oldenburg K.S.; Urban-Rich J.; Castillo K.D.; Baumann J.H.	2021	Article	All Open Access; Green Open Access	Marine Pollution Bulletin	English	Oldenburg K.S. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Urban-Rich J. Environmental Coastal and Ocean Sciences University of Massachusetts-Boston Boston United States; Castillo K.D. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Baumann J.H. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States Biology Department University of North Carolina at Chapel Hill Chapel Hill NC United States	Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill NC United States; Environmental Coastal and Ocean Sciences University of Massachusetts-Boston Boston United States; Environment Ecology and Energy Program University of North Carolina at Chapel Hill Chapel Hill NC United States; Biology Department University of North Carolina at Chapel Hill Chapel Hill NC United States	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Canty S.W.J.; Nowakowski A.J.; Cox C.E.; Valdivia A.; Holstein D.M.; Limer B.; Lefcheck J.S.; Craig N.; Drysdale I.; Giro A.; Soto M.; McField M.	2024	Article	NA	Global Change Biology	English	Canty S.W.J. Smithsonian Environmental Research Center Edgewater MD United States; Nowakowski A.J. Smithsonian Environmental Research Center Edgewater MD United States Moore Center for Science Conservation International Arlington VA United States; Cox C.E. Barefoot Ocean Houston TX United States; Valdivia A. World Wildlife Fund Washington DC United States; Holstein D.M. Department of Oceanography and Coastal Studies Louisiana State University Baton Rouge LA United States; Limer B. Department of Oceanography and Coastal Studies Louisiana State University Baton Rouge LA United States; Lefcheck J.S. Smithsonian Environmental Research Center Edgewater MD United States University of Maryland Center for Environmental Science Cambridge MD United States; Craig N. Healthy Reefs Initiative Fort Lauderdale FL United States; Drysdale I. Healthy Reefs Initiative Fort Lauderdale FL United States; Giro A. Healthy Reefs Initiative Fort Lauderdale FL United States; Soto M. Healthy Reefs Initiative Fort Lauderdale FL United States; McField M. Healthy Reefs Initiative Fort Lauderdale FL United States Smithsonian Marine Station Fort Pierce FL United States	Smithsonian Environmental Research Center Edgewater MD United States; Moore Center for Science Conservation International Arlington VA United States; Barefoot Ocean Houston TX United States; World Wildlife Fund Washington DC United States; Department of Oceanography and Coastal Studies Louisiana State University Baton Rouge LA United States; University of Maryland Center for Environmental Science Cambridge MD United States; Healthy Reefs Initiative Fort Lauderdale FL United States; Smithsonian Marine Station Fort Pierce FL United States	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Kelly J.B.; Thacker R.W.	2021	Article	All Open Access; Bronze Open Access; Green Open Access	Zootaxa	English	Kelly J.B. Stony Brook University Department of Ecology and Evolution Stony Brook NY United States Limnological Institute University Konstanz Aquatic Ecology and Evolution Konstanz Germany; Thacker R.W. Stony Brook University Department of Ecology and Evolution Stony Brook NY United States Smithsonian Tropical Research Institute PO Box 0843-03092 Balboa Panama	Stony Brook University Department of Ecology and Evolution Stony Brook NY United States; Limnological Institute University Konstanz Aquatic Ecology and Evolution Konstanz Germany; Smithsonian Tropical Research Institute PO Box 0843-03092 Balboa Panama	Scopus				
del Pilar Blanco-Parra M.; Niño-Torres C.A.	2022	Article	NA	Environmental Biology of Fishes	English	del Pilar Blanco-Parra M. Consejo Nacional de Ciencia y Tecnología Av. Insurgentes Sur 1582 Col. Crédito Constructor Alcaldía Benito Juárez Mexico City C.P. 03940 Mexico División en Desarrollo Sustentable Universidad de Quintana Roo Blvd. Bahía s/n esq. Ignacio Comonfort Col. Del Bosque Quintana Roo Chetumal 77019 Mexico Fundación internacional para la naturaleza y la sustentabilidad (FINS) Calle Larún M75 L4 Andara Quintana Roo Chetumal 77014 Mexico; Niño-Torres C.A. División en Desarrollo Sustentable Universidad de Quintana Roo Blvd. Bahía s/n esq. Ignacio Comonfort Col. Del Bosque Quintana Roo Chetumal 77019 Mexico Fundación internacional para la naturaleza y la sustentabilidad (FINS) Calle Larún M75 L4 Andara Quintana Roo Chetumal 77014 Mexico	Consejo Nacional de Ciencia y Tecnología Av. Insurgentes Sur 1582 Col. Crédito Constructor Alcaldía Benito Juárez Mexico City C.P. 03940 Mexico; División en Desarrollo Sustentable Universidad de Quintana Roo Blvd. Bahía s/n esq. Ignacio Comonfort Col. Del Bosque Quintana Roo Chetumal 77019 Mexico; Fundación internacional para la naturaleza y la sustentabilidad (FINS) Calle Larún M75 L4 Andara Quintana Roo Chetumal 77014 Mexico	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Brondo K.V.	2019	Article	NA	Journal of Sustainable Tourism	English	Brondo K.V. Department of Anthropology University of Memphis Memphis TN United States	Department of Anthropology University of Memphis Memphis TN United States	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Starr R.M.; Ballesteros E.; Sala E.; Llenas J.M.	2018	Article	All Open Access; Green Open Access; Hybrid Gold Open Access	Environmental Biology of Fishes	English	Starr R.M. Moss Landing Marine Laboratories Moss Landing 95039 CA United States; Ballesteros E. Centre d’Estudis Avançats de Blanes (CSIC) Blanes 17300 Spain; Sala E. National Geographic Society Washington 20036 DC United States; Llenas J.M. L’Estartit Spain	Moss Landing Marine Laboratories Moss Landing 95039 CA United States; Centre d’Estudis Avançats de Blanes (CSIC) Blanes 17300 Spain; National Geographic Society Washington 20036 DC United States; L’Estartit Spain	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Hernández-Alcántara P.; Cruz-Pérez I.N.; Solís-Weiss V.	2019	Article	All Open Access; Gold Open Access; Green Open Access	Revista de Biologia Tropical	English	Hernández-Alcántara P. Unidad Académica de Ecología y Biodiversidad Acuática Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Circuito Exterior S/N Cd. Universitaria Ciudad de México 04510 Mexico; Cruz-Pérez I.N. Facultad de Estudios Superiores Zaragoza Universidad Nacional Autónoma de México Batalla 5 de mayo S/N esquina Fuerte de Loreto Colonia Ejército de Oriente Ciudad de México C.P. 09230 Mexico; Solís-Weiss V. Unidad Académica de Sistemas Arrecifales Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Prol. Av. Niños Héroes s/n Puerto Morelos 77580 Quintana Roo Mexico	Unidad Académica de Ecología y Biodiversidad Acuática Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Circuito Exterior S/N Cd. Universitaria Ciudad de México 04510 Mexico; Facultad de Estudios Superiores Zaragoza Universidad Nacional Autónoma de México Batalla 5 de mayo S/N esquina Fuerte de Loreto Colonia Ejército de Oriente Ciudad de México C.P. 09230 Mexico; Unidad Académica de Sistemas Arrecifales Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Prol. Av. Niños Héroes s/n Puerto Morelos 77580 Quintana Roo Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Randazzo-Eisemann Á.; Arias-González J.E.; Velez L.; McField M.; Mouillot D.	2021	Article	NA	Biological Conservation	English	Randazzo-Eisemann Á. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del I.P.N. Mérida Mexico PIESACOM UMDI-Sisal Facultad de Ciencias Universidad Nacional Autónoma de México Unidad Académica Yucatán 97356 Sisal Hunucmá Yucatán Mexico; Arias-González J.E. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del I.P.N. Mérida Mexico; Velez L. MARBEC Université de Montpellier CNRS IFREMER IRD Montpellier Cedex 34095 France; McField M. Healthy Reefs for Healthy People Initiative Smithsonian Marine Station FL United States; Mouillot D. MARBEC Université de Montpellier CNRS IFREMER IRD Montpellier Cedex 34095 France Australian Research Council Centre of Excellence for Coral Reef Studies James Cook University Townsville 4811 QLD Australia	Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del I.P.N. Mérida Mexico; PIESACOM UMDI-Sisal Facultad de Ciencias Universidad Nacional Autónoma de México Unidad Académica Yucatán 97356 Sisal Hunucmá Yucatán Mexico; MARBEC Université de Montpellier CNRS IFREMER IRD Montpellier Cedex 34095 France; Healthy Reefs for Healthy People Initiative Smithsonian Marine Station FL United States; Australian Research Council Centre of Excellence for Coral Reef Studies James Cook University Townsville 4811 QLD Australia	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
